Gene,NDC,DSIPS,THO3B,THO3F
ENSG00000253290,0,0,0,0
ENSG00000253615,0,2,0,0
ENSG00000253397,0,0,0,0
ENSG00000189233,0,7,0,1
ENSG00000134014,3594,2821,3767,3850
ENSG00000250516,2,1,1,4
ENSG00000253907,0,0,0,0
ENSG00000253690,0,3,0,2
ENSG00000239198,4,8,3,4
ENSG00000168081,29,9,82,24
ENSG00000186918,2759,1636,1919,1880
ENSG00000214050,309,485,675,471
ENSG00000254370,14,36,23,23
ENSG00000207361,3,4,2,1
ENSG00000253567,19,22,23,9
ENSG00000104290,25083,24705,26132,21312
ENSG00000265251,6,12,5,3
ENSG00000202411,0,1,5,0
ENSG00000012232,13025,9741,10788,8895
ENSG00000246339,145,87,117,73
ENSG00000104299,1183,895,1172,1189
ENSG00000254034,8,16,5,6
ENSG00000242958,9,3,14,9
ENSG00000147421,2713,2244,2311,2434
ENSG00000259196,1,8,3,2
ENSG00000200719,4,4,5,0
ENSG00000259366,222,184,152,198
ENSG00000259607,0,0,0,0
ENSG00000197892,996,926,1100,826
ENSG00000254129,5,8,3,0
ENSG00000264328,0,0,6,0
ENSG00000253770,4,4,10,11
ENSG00000212034,0,0,0,0
ENSG00000263392,0,0,0,0
ENSG00000266476,0,0,0,0
ENSG00000120875,3265,1509,2303,1903
ENSG00000260253,12,18,9,14
ENSG00000253632,2,2,2,0
ENSG00000253182,0,0,0,0
ENSG00000243844,4,6,3,2
ENSG00000251191,4,7,5,0
ENSG00000253490,2,1,1,0
ENSG00000248964,1,2,2,1
ENSG00000254086,0,0,0,0
ENSG00000253604,0,4,0,0
ENSG00000253279,0,6,0,0
ENSG00000221003,0,0,0,0
ENSG00000264788,0,0,0,0
ENSG00000254013,4,1,2,1
ENSG00000239175,0,0,0,0
ENSG00000133872,14953,13099,19134,16095
ENSG00000272256,6,9,8,10
ENSG00000104660,4179,3391,3629,4055
ENSG00000241511,14,9,14,1
ENSG00000177669,18,16,10,22
ENSG00000271869,84,126,107,105
ENSG00000104671,1770,1172,1723,1439
ENSG00000253708,4,6,7,9
ENSG00000272375,11,3,22,22
ENSG00000248159,4,5,4,10
ENSG00000254316,0,0,0,0
ENSG00000253346,0,0,0,0
ENSG00000254152,1,0,0,5
ENSG00000127589,67,66,74,74
ENSG00000254109,3,2,5,3
ENSG00000157110,309,342,283,356
ENSG00000197265,1684,1274,1314,1447
ENSG00000253112,16,20,12,12
ENSG00000253457,271,200,402,398
ENSG00000254172,2,3,1,2
ENSG00000104687,4176,2707,3564,3176
ENSG00000104691,301,398,350,284
ENSG00000271081,6,3,0,5
ENSG00000104695,4882,4597,5598,4087
ENSG00000133863,1370,573,1018,628
ENSG00000253204,1,2,1,0
ENSG00000253793,2,0,2,2
ENSG00000172733,1182,968,903,936
ENSG00000165392,2654,1289,1274,1565
ENSG00000253579,5,4,2,1
ENSG00000253961,12,14,15,14
ENSG00000229211,0,2,0,0
ENSG00000253377,0,0,1,0
ENSG00000254095,0,0,1,0
ENSG00000253275,0,1,0,0
ENSG00000222468,0,0,0,0
ENSG00000157168,598,750,789,866
ENSG00000253974,54,11,29,29
ENSG00000253222,7,10,6,31
ENSG00000252261,4,0,3,2
ENSG00000200246,0,0,0,0
ENSG00000254049,3,4,0,14
ENSG00000272327,109,154,178,171
ENSG00000212407,0,0,0,0
ENSG00000247134,395,585,483,481
ENSG00000254346,0,5,4,3
ENSG00000254090,1,8,2,2
ENSG00000253393,0,1,0,0
ENSG00000265562,0,0,0,0
ENSG00000253993,0,0,0,0
ENSG00000252735,2,0,1,0
ENSG00000272338,86,99,78,50
ENSG00000172728,1281,1551,1243,1247
ENSG00000254061,2,3,3,7
ENSG00000129696,985,705,800,768
ENSG00000198042,1303,923,1066,1005
ENSG00000239039,0,0,0,0
ENSG00000253232,1,0,2,0
ENSG00000252505,2,3,0,2
ENSG00000253995,5,10,8,4
ENSG00000133874,2022,1723,2129,2119
ENSG00000240189,1,2,1,0
ENSG00000133878,779,467,1031,918
ENSG00000253642,7,3,9,1
ENSG00000253684,0,0,0,0
ENSG00000263794,3,0,3,2
ENSG00000253569,0,0,0,0
ENSG00000240738,1,5,0,0
ENSG00000188512,0,1,1,1
ENSG00000254194,0,0,1,0
ENSG00000254302,1,5,6,1
ENSG00000253108,4,0,3,0
ENSG00000254033,0,4,1,1
ENSG00000215264,1,0,0,1
ENSG00000254344,0,0,0,0
ENSG00000243181,10,17,13,16
ENSG00000265560,0,0,0,0
ENSG00000156687,622,364,718,214
ENSG00000232024,5,4,3,3
ENSG00000233863,0,0,0,0
ENSG00000253452,0,3,0,0
ENSG00000253524,0,0,0,0
ENSG00000254309,0,0,0,0
ENSG00000252663,0,0,0,0
ENSG00000253504,0,0,0,0
ENSG00000254384,0,2,0,0
ENSG00000253685,0,1,0,0
ENSG00000253610,0,0,0,0
ENSG00000206871,0,0,0,0
ENSG00000254320,0,0,0,0
ENSG00000253363,0,1,0,1
ENSG00000244708,0,0,0,0
ENSG00000199985,0,0,0,0
ENSG00000215262,2,0,0,0
ENSG00000219491,0,1,0,1
ENSG00000243503,0,0,0,0
ENSG00000254038,14,0,0,2
ENSG00000253650,0,0,0,0
ENSG00000253123,0,0,0,2
ENSG00000253746,0,0,4,0
ENSG00000253161,0,6,0,2
ENSG00000253388,1,0,0,0
ENSG00000253414,8,0,0,0
ENSG00000254111,0,0,0,0
ENSG00000254290,0,0,0,0
ENSG00000254306,1,0,0,0
ENSG00000253344,3,1,0,0
ENSG00000223215,0,0,0,2
ENSG00000183779,895,142,133,390
ENSG00000253181,3,4,0,3
ENSG00000183154,45,30,18,25
ENSG00000147475,3914,4704,6478,3917
ENSG00000233170,34,31,20,26
ENSG00000147471,2680,2050,2240,1843
ENSG00000020181,311,167,169,309
ENSG00000104221,477,465,597,570
ENSG00000156675,995,1243,1869,1230
ENSG00000241032,5,0,3,2
ENSG00000169154,0,1,0,0
ENSG00000264965,0,1,0,0
ENSG00000188778,0,1,0,0
ENSG00000270865,0,2,0,0
ENSG00000187840,2433,1345,1224,1594
ENSG00000260949,133,47,40,103
ENSG00000272128,22,7,4,5
ENSG00000129691,2563,2058,2860,2601
ENSG00000253437,0,2,0,0
ENSG00000240015,8,6,6,3
ENSG00000147465,104,87,140,481
ENSG00000253356,0,5,0,1
ENSG00000175324,482,377,408,405
ENSG00000253739,0,9,8,7
ENSG00000156735,2488,2060,1773,1983
ENSG00000248585,11,16,14,11
ENSG00000085788,5149,4909,5489,5358
ENSG00000147535,2572,1827,2480,2102
ENSG00000147548,21668,15893,19504,18860
ENSG00000255487,3,2,20,12
ENSG00000254898,7,5,15,2
ENSG00000272092,88,55,69,76
ENSG00000165046,596,606,559,546
ENSG00000254981,5,10,6,8
ENSG00000272159,3,4,8,5
ENSG00000077782,9257,10064,7873,5651
ENSG00000255201,20,29,22,21
ENSG00000239218,72,86,51,46
ENSG00000196166,7,14,7,3
ENSG00000253361,0,4,3,3
ENSG00000254100,1,2,11,0
ENSG00000253570,9,7,4,9
ENSG00000254321,0,2,0,0
ENSG00000147526,2744,2311,1673,2039
ENSG00000207258,0,2,0,0
ENSG00000253586,8,3,2,4
ENSG00000253829,7,4,2,13
ENSG00000169499,692,371,415,822
ENSG00000253645,0,0,0,0
ENSG00000169495,5,6,7,1
ENSG00000169490,1400,1089,1453,1335
ENSG00000168615,4890,5689,8298,4411
ENSG00000207199,5,6,6,5
ENSG00000197140,177,143,135,133
ENSG00000243095,0,0,3,3
ENSG00000253160,0,0,0,0
ENSG00000196115,2,3,1,0
ENSG00000197475,0,1,0,0
ENSG00000254067,0,0,0,0
ENSG00000252176,0,0,0,0
ENSG00000254082,0,0,0,0
ENSG00000168619,0,5,4,0
ENSG00000104755,0,0,0,0
ENSG00000221018,0,0,0,0
ENSG00000253332,0,0,0,0
ENSG00000253233,0,0,0,0
ENSG00000131203,0,2,0,0
ENSG00000253939,0,0,0,0
ENSG00000253838,0,0,0,0
ENSG00000254287,0,0,0,0
ENSG00000188676,0,10,0,1
ENSG00000253790,0,0,0,0
ENSG00000253381,0,0,0,0
ENSG00000253665,0,1,0,0
ENSG00000176907,789,561,289,869
ENSG00000254143,0,0,0,0
ENSG00000253802,0,0,0,0
ENSG00000253354,0,0,0,0
ENSG00000272479,2,2,4,5
ENSG00000165061,448,302,284,294
ENSG00000254383,0,0,0,0
ENSG00000206867,0,0,0,0
ENSG00000104332,39750,1266,611,12938
ENSG00000263372,1,0,0,1
ENSG00000239281,3,0,0,2
ENSG00000253509,20,1,0,7
ENSG00000206852,4,0,0,2
ENSG00000238936,0,0,0,0
ENSG00000253396,0,1,0,0
ENSG00000147533,3372,2447,2641,3069
ENSG00000253943,22,14,11,15
ENSG00000147536,1095,596,376,637
ENSG00000253133,16,7,3,21
ENSG00000253174,28,6,3,17
ENSG00000158669,5798,3673,4587,4699
ENSG00000264578,0,0,0,0
ENSG00000165066,28,9,11,6
ENSG00000029534,410,324,379,416
ENSG00000221035,0,0,0,0
ENSG00000253389,2,0,1,1
ENSG00000207101,0,0,0,0
ENSG00000260588,9,4,1,1
ENSG00000241834,11,14,15,25
ENSG00000083168,18005,13259,15852,13773
ENSG00000256905,13,9,1,3
ENSG00000238966,6,5,8,8
ENSG00000244235,0,0,0,0
ENSG00000253135,0,0,0,0
ENSG00000271938,19,11,6,15
ENSG00000261449,26,21,19,20
ENSG00000070718,3704,2097,3819,2960
ENSG00000104368,876,378,907,278
ENSG00000238714,0,0,0,0
ENSG00000253408,9,8,5,7
ENSG00000104365,2010,1378,1597,1343
ENSG00000070501,2413,1820,2398,2471
ENSG00000240395,54,50,52,36
ENSG00000104371,11,12,10,9
ENSG00000078668,6965,4240,6265,5602
ENSG00000168575,1824,1427,2020,1566
ENSG00000254131,3,3,4,2
ENSG00000254165,43,35,35,36
ENSG00000176209,1224,879,1011,914
ENSG00000272233,11,3,2,6
ENSG00000147432,0,7,3,0
ENSG00000255101,0,1,3,0
ENSG00000255361,0,0,0,0
ENSG00000147434,11,11,15,1
ENSG00000131931,807,577,713,699
ENSG00000120925,1432,2007,2410,1916
ENSG00000242719,11,7,12,6
ENSG00000266044,1,0,0,0
ENSG00000168172,7634,6891,8043,6953
ENSG00000202514,8,16,15,9
ENSG00000254673,0,0,0,0
ENSG00000168522,2878,2105,2850,2505
ENSG00000200731,8,4,8,6
ENSG00000185900,3481,2697,3616,2670
ENSG00000254198,720,566,788,651
ENSG00000165102,2702,2308,2632,2441
ENSG00000253611,0,4,0,0
ENSG00000253884,0,0,0,0
ENSG00000255166,0,0,0,0
ENSG00000253312,0,0,0,0
ENSG00000253186,0,0,0,0
ENSG00000253606,3,2,0,2
ENSG00000253486,0,3,0,0
ENSG00000234713,0,0,0,0
ENSG00000253707,0,0,0,0
ENSG00000188877,0,0,0,0
ENSG00000238509,0,0,0,0
ENSG00000255497,0,0,0,0
ENSG00000264094,0,0,0,0
ENSG00000254342,0,0,0,0
ENSG00000201329,0,0,0,0
ENSG00000222630,0,0,0,0
ENSG00000250637,0,0,0,0
ENSG00000254069,0,0,0,0
ENSG00000253319,0,0,0,0
ENSG00000253418,0,0,0,0
ENSG00000254145,0,0,0,0
ENSG00000253748,0,1,0,0
ENSG00000253195,0,0,0,0
ENSG00000221295,0,0,0,0
ENSG00000253845,0,0,0,0
ENSG00000253198,0,0,0,0
ENSG00000255915,0,0,0,0
ENSG00000253425,0,0,0,0
ENSG00000248498,0,2,1,0
ENSG00000254070,0,0,0,0
ENSG00000251470,2,0,0,3
ENSG00000228984,7,1,4,3
ENSG00000250857,0,0,0,0
ENSG00000253314,0,0,0,0
ENSG00000253828,0,0,0,0
ENSG00000252594,0,0,0,0
ENSG00000254118,0,0,0,0
ENSG00000254156,0,0,0,0
ENSG00000253803,0,0,0,0
ENSG00000253745,0,0,0,0
ENSG00000253782,0,0,0,0
ENSG00000215179,2,2,3,3
ENSG00000222099,0,0,3,0
ENSG00000264231,0,0,0,0
ENSG00000248347,0,0,0,0
ENSG00000200986,0,0,0,0
ENSG00000188873,66,46,43,35
ENSG00000248531,0,0,0,0
ENSG00000254348,0,0,2,15
ENSG00000255366,0,1,9,148
ENSG00000253502,0,0,0,2
ENSG00000253817,0,0,0,0
ENSG00000215177,0,0,0,0
ENSG00000164808,3818,2302,3303,2974
ENSG00000253330,10,8,16,13
ENSG00000269924,15,4,6,5
ENSG00000251354,1,0,4,8
ENSG00000254065,0,0,0,0
ENSG00000207369,0,2,0,0
ENSG00000221869,12,36,9,6
ENSG00000253729,32596,21178,21347,20572
ENSG00000207450,0,2,1,0
ENSG00000211562,0,0,0,0
ENSG00000104738,15636,5336,4794,7697
ENSG00000222522,8,7,0,0
ENSG00000169139,5125,3842,4945,4830
ENSG00000253843,0,0,0,0
ENSG00000253654,0,0,0,0
ENSG00000252710,0,0,0,0
ENSG00000224594,3,3,1,0
ENSG00000253140,2,0,3,2
ENSG00000253608,9,8,2,3
ENSG00000253688,1,1,0,1
ENSG00000233858,1,1,0,1
ENSG00000253702,0,0,0,0
ENSG00000253455,0,0,0,0
ENSG00000253892,0,0,1,0
ENSG00000034239,183,169,411,153
ENSG00000233109,0,1,0,0
ENSG00000019549,121,217,245,114
ENSG00000168333,1,1,0,0
ENSG00000253474,0,0,0,0
ENSG00000199640,0,0,0,0
ENSG00000254268,0,0,0,0
ENSG00000253380,0,0,0,0
ENSG00000253206,0,0,1,0
ENSG00000253810,2,1,3,0
ENSG00000253484,0,1,2,0
ENSG00000271148,1,9,3,0
ENSG00000147481,266,167,407,195
ENSG00000253849,0,0,1,0
ENSG00000254392,0,0,1,0
ENSG00000254358,0,0,0,0
ENSG00000253340,0,0,1,0
ENSG00000201316,0,0,0,0
ENSG00000253664,0,0,0,0
ENSG00000147485,63,39,39,56
ENSG00000254025,2,0,0,1
ENSG00000254225,0,0,2,0
ENSG00000272076,4,8,19,21
ENSG00000168300,3411,3059,3566,3366
ENSG00000232941,0,0,0,0
ENSG00000253475,10,3,10,7
ENSG00000228801,365,393,430,333
ENSG00000272024,25,22,15,39
ENSG00000253844,6,2,13,4
ENSG00000254136,0,0,0,0
ENSG00000147488,7073,5370,9508,12436
ENSG00000254314,14,12,20,22
ENSG00000253551,8,16,23,25
ENSG00000253924,0,0,0,0
ENSG00000240534,0,0,0,0
ENSG00000196711,3,2,1,2
ENSG00000023287,11838,7656,9666,10239
ENSG00000271555,0,1,1,6
ENSG00000183729,5,1,1,1
ENSG00000248911,0,2,0,0
ENSG00000265835,0,0,0,0
ENSG00000251871,0,0,0,0
ENSG00000250494,0,0,0,0
ENSG00000254687,2,3,0,0
ENSG00000082556,43,287,54,235
ENSG00000260484,3,3,1,3
ENSG00000253369,0,0,4,2
ENSG00000254204,0,0,0,0
ENSG00000237807,5,6,10,3
ENSG00000240919,3,1,0,1
ENSG00000206144,4,1,2,3
ENSG00000253668,0,1,1,6
ENSG00000047249,2312,1567,2544,2510
ENSG00000147509,278,290,458,271
ENSG00000272457,10,9,11,16
ENSG00000244159,8,12,9,16
ENSG00000200528,1,1,0,1
ENSG00000187735,2107,2120,2267,1972
ENSG00000253667,73,85,47,52
ENSG00000260955,8,6,1,8
ENSG00000120992,2027,1898,1615,2059
ENSG00000254274,5,8,2,2
ENSG00000137547,1424,962,1111,1275
ENSG00000251835,1,1,1,2
ENSG00000270980,0,0,0,0
ENSG00000253840,0,0,0,0
ENSG00000199212,0,0,0,0
ENSG00000244107,0,0,0,0
ENSG00000164736,0,0,0,0
ENSG00000270275,0,0,0,0
ENSG00000226098,4,5,3,3
ENSG00000254142,0,2,3,0
ENSG00000104237,0,1,0,0
ENSG00000254608,0,3,0,0
ENSG00000253114,3,0,0,0
ENSG00000206579,2994,2836,3760,4113
ENSG00000253976,15,4,18,9
ENSG00000253857,4,7,17,7
ENSG00000248522,18,18,11,29
ENSG00000254357,4,0,0,2
ENSG00000221589,0,0,0,0
ENSG00000167904,2109,1439,1600,1445
ENSG00000222955,0,0,0,0
ENSG00000137574,3196,1870,2177,2238
ENSG00000254087,360,111,516,194
ENSG00000254325,0,1,5,0
ENSG00000199405,0,0,0,0
ENSG00000216204,0,0,0,0
ENSG00000240905,0,0,0,1
ENSG00000271722,1,0,0,1
ENSG00000241997,0,0,0,0
ENSG00000236814,27,11,20,11
ENSG00000008988,16146,13425,12968,13481
ENSG00000238650,0,0,0,0
ENSG00000253603,18,11,7,10
ENSG00000248578,0,6,2,3
ENSG00000172680,1,1,1,4
ENSG00000221093,0,0,0,0
ENSG00000181690,4153,2405,1543,2301
ENSG00000170791,2318,1615,1640,1971
ENSG00000272343,68,60,91,75
ENSG00000254216,0,0,0,0
ENSG00000170786,11,0,1,3
ENSG00000253542,0,1,0,0
ENSG00000181195,490,16,46,68
ENSG00000254254,16,0,1,2
ENSG00000253541,3,4,8,6
ENSG00000246430,1,1,1,1
ENSG00000253139,0,0,0,1
ENSG00000241431,23,10,9,7
ENSG00000254055,0,0,0,0
ENSG00000270328,0,0,0,0
ENSG00000206975,5,5,2,1
ENSG00000197334,3,6,2,6
ENSG00000104331,9037,8818,8190,7372
ENSG00000222205,0,0,0,0
ENSG00000253301,1,1,5,0
ENSG00000220984,0,0,0,0
ENSG00000251142,0,0,0,1
ENSG00000253614,0,1,0,0
ENSG00000215117,0,0,0,0
ENSG00000202265,0,0,0,0
ENSG00000253871,0,0,0,0
ENSG00000243050,0,0,0,0
ENSG00000253821,0,0,0,0
ENSG00000252057,0,0,0,0
ENSG00000253322,0,0,0,0
ENSG00000254139,0,1,0,0
ENSG00000253376,0,1,0,0
ENSG00000205293,0,0,0,0
ENSG00000169122,2132,1188,2039,1966
ENSG00000253523,13,3,14,7
ENSG00000253116,5,4,13,2
ENSG00000242595,12,8,8,16
ENSG00000253281,0,3,1,1
ENSG00000215114,4920,4537,5070,4797
ENSG00000250031,92,85,79,76
ENSG00000167910,1,2,0,1
ENSG00000254103,0,1,1,0
ENSG00000137575,8052,6658,9244,7343
ENSG00000035681,1228,1092,1382,1327
ENSG00000242970,3,2,2,3
ENSG00000238433,1,0,3,1
ENSG00000198846,2979,6490,9196,6269
ENSG00000201231,1,0,6,2
ENSG00000254048,7,23,20,10
ENSG00000167912,140,261,351,270
ENSG00000206853,0,0,0,0
ENSG00000201763,0,0,0,0
ENSG00000254150,0,0,0,0
ENSG00000253260,0,0,0,0
ENSG00000253879,0,0,0,0
ENSG00000253413,0,0,0,0
ENSG00000253723,0,0,0,0
ENSG00000254775,0,0,0,2
ENSG00000254954,0,0,0,0
ENSG00000178538,421,607,2141,1695
ENSG00000251396,111,119,153,69
ENSG00000226301,0,0,2,2
ENSG00000255840,0,0,0,1
ENSG00000252753,0,0,0,1
ENSG00000104388,6036,4332,6947,6080
ENSG00000255321,4,10,5,3
ENSG00000228862,2,10,3,5
ENSG00000254869,5,8,6,3
ENSG00000255289,2,2,1,6
ENSG00000171316,26443,23423,22449,23103
ENSG00000254432,30,44,27,15
ENSG00000271377,0,0,0,1
ENSG00000254777,14,7,5,8
ENSG00000255397,5,6,7,6
ENSG00000254802,7,0,0,2
ENSG00000177182,1365,456,1653,840
ENSG00000213881,6,9,12,4
ENSG00000254222,1,0,0,0
ENSG00000253711,14,9,11,4
ENSG00000198363,6449,5357,7278,5903
ENSG00000254285,3,2,7,2
ENSG00000222898,9,10,15,11
ENSG00000264408,0,1,0,0
ENSG00000251127,0,2,0,3
ENSG00000254119,1,0,2,20
ENSG00000253834,0,0,0,0
ENSG00000254120,0,0,0,0
ENSG00000253544,0,1,0,0
ENSG00000253789,0,2,0,0
ENSG00000237810,2,6,0,2
ENSG00000185942,558,492,519,296
ENSG00000254050,13,6,2,2
ENSG00000253975,8,11,15,3
ENSG00000253517,13,14,4,12
ENSG00000253431,8,3,6,3
ENSG00000240915,10,4,9,9
ENSG00000137563,2813,1516,2328,1472
ENSG00000253121,21,15,9,5
ENSG00000137561,105,89,62,71
ENSG00000253555,1,1,0,1
ENSG00000270673,41,55,50,43
ENSG00000185728,6388,4944,5463,5241
ENSG00000261542,43,31,35,47
ENSG00000241964,0,0,0,0
ENSG00000253205,2,4,3,4
ENSG00000215096,0,0,0,0
ENSG00000253894,1,4,3,2
ENSG00000253583,0,4,3,1
ENSG00000252358,0,0,0,1
ENSG00000253554,123,481,125,703
ENSG00000253762,4,16,1,5
ENSG00000253734,10,42,12,54
ENSG00000253231,1,11,4,6
ENSG00000254377,5044,6847,5871,9638
ENSG00000207816,47,83,57,100
ENSG00000253750,2,0,1,0
ENSG00000253800,0,0,0,0
ENSG00000254102,8,2,7,2
ENSG00000180828,3277,288,424,714
ENSG00000172817,191,188,267,104
ENSG00000254330,3,5,0,0
ENSG00000254006,1,1,1,0
ENSG00000253493,0,0,0,0
ENSG00000239261,0,0,0,0
ENSG00000213873,0,0,0,0
ENSG00000254081,0,2,0,2
ENSG00000272010,20,26,14,20
ENSG00000200714,7,8,7,3
ENSG00000104442,3821,2697,3084,3255
ENSG00000066855,1925,1940,1654,1518
ENSG00000272155,60,44,47,42
ENSG00000205268,5232,3812,3501,3915
ENSG00000272192,32,17,14,27
ENSG00000147570,3,1,0,2
ENSG00000253190,672,383,444,620
ENSG00000147573,2,1,4,5
ENSG00000147571,20,8,26,16
ENSG00000253138,3,2,4,0
ENSG00000246145,6,13,10,12
ENSG00000179041,293,186,200,206
ENSG00000147576,98,208,287,173
ENSG00000169085,380,283,524,338
ENSG00000253623,1,3,0,0
ENSG00000206949,0,1,2,0
ENSG00000185697,381,348,302,405
ENSG00000175073,3677,2590,3167,2893
ENSG00000201365,2,2,2,2
ENSG00000270024,1,3,4,8
ENSG00000213865,257,256,226,206
ENSG00000104205,64,80,72,28
ENSG00000213005,2,4,3,7
ENSG00000178460,199,152,141,149
ENSG00000245910,2040,1676,1367,1550
ENSG00000254341,0,0,0,0
ENSG00000261787,2,5,11,1
ENSG00000178125,22,35,80,13
ENSG00000253223,7,4,21,7
ENSG00000121022,2110,1558,1899,1977
ENSG00000266491,0,2,0,5
ENSG00000104218,2120,1634,2222,1989
ENSG00000252637,1,3,0,5
ENSG00000250869,32,17,19,22
ENSG00000066777,7067,5203,6532,6431
ENSG00000271966,99,119,80,88
ENSG00000241961,0,1,0,0
ENSG00000165078,3,1,1,0
ENSG00000254253,1,9,0,0
ENSG00000221660,0,0,0,0
ENSG00000255130,0,0,0,0
ENSG00000255531,0,0,0,0
ENSG00000046889,4261,5954,2637,4098
ENSG00000255206,3,29,1,8
ENSG00000254051,5,3,1,1
ENSG00000252210,3,1,1,7
ENSG00000253964,0,0,0,0
ENSG00000248801,6,0,1,4
ENSG00000165084,60,18,23,41
ENSG00000236191,1,0,0,1
ENSG00000239184,0,0,0,0
ENSG00000254337,1,0,0,0
ENSG00000253658,1,1,0,0
ENSG00000238808,0,0,0,0
ENSG00000254332,4,3,8,0
ENSG00000253373,0,0,0,0
ENSG00000253479,0,0,1,0
ENSG00000253216,0,0,0,0
ENSG00000137573,3258,505,15709,2368
ENSG00000137571,7058,1498,2977,3803
ENSG00000222889,7,0,5,7
ENSG00000254557,21,5,3,3
ENSG00000271113,6,3,4,2
ENSG00000246528,220,81,132,208
ENSG00000255107,25,8,24,24
ENSG00000239580,0,1,0,0
ENSG00000223293,0,0,0,0
ENSG00000269197,0,0,0,0
ENSG00000247570,7,0,3,3
ENSG00000253721,0,1,2,0
ENSG00000147596,0,1,0,0
ENSG00000212473,0,0,0,0
ENSG00000253173,5,1,3,6
ENSG00000140396,9093,5565,7682,7420
ENSG00000213003,4,5,11,12
ENSG00000207036,6,1,1,0
ENSG00000241204,0,0,0,0
ENSG00000253143,1,0,0,2
ENSG00000253967,0,0,0,0
ENSG00000241105,2,1,1,3
ENSG00000067167,3200,2973,3314,2758
ENSG00000213002,0,0,0,0
ENSG00000238450,19,13,7,4
ENSG00000246366,45,33,30,41
ENSG00000147592,366,337,261,275
ENSG00000243532,40,34,65,47
ENSG00000221947,39,110,83,41
ENSG00000223220,0,0,1,0
ENSG00000254031,1,7,0,0
ENSG00000104313,68,143,85,219
ENSG00000253379,0,9,2,0
ENSG00000253124,0,3,0,0
ENSG00000221446,0,0,0,0
ENSG00000254277,0,1,0,0
ENSG00000253287,0,0,0,0
ENSG00000200191,0,0,0,0
ENSG00000235531,0,2,2,0
ENSG00000264576,0,0,0,0
ENSG00000178860,0,2,0,0
ENSG00000241942,0,0,0,0
ENSG00000104321,2,14,29,5
ENSG00000253317,1,1,2,1
ENSG00000250979,4,18,8,12
ENSG00000252509,0,2,0,0
ENSG00000212989,0,0,0,0
ENSG00000254347,0,0,0,0
ENSG00000182674,650,432,641,1065
ENSG00000253226,3,1,2,15
ENSG00000253726,13,16,14,18
ENSG00000253784,2,0,0,6
ENSG00000260838,130,92,160,366
ENSG00000147601,1795,1263,1453,1456
ENSG00000222488,1,5,0,0
ENSG00000272254,5,2,6,4
ENSG00000253636,168,112,132,98
ENSG00000164764,111,97,66,96
ENSG00000237061,0,0,0,0
ENSG00000253564,0,3,0,0
ENSG00000254213,8,4,3,3
ENSG00000147604,356,265,262,291
ENSG00000121039,1009,390,526,328
ENSG00000250295,39,20,13,7
ENSG00000253339,0,0,0,0
ENSG00000253235,0,0,0,0
ENSG00000253302,9,8,12,16
ENSG00000040341,5620,4379,5280,5507
ENSG00000254273,3,8,12,4
ENSG00000253383,0,0,0,1
ENSG00000254105,11,3,10,8
ENSG00000254538,21,19,21,15
ENSG00000258677,0,0,0,0
ENSG00000104343,2893,2815,2571,2873
ENSG00000253273,2,5,5,7
ENSG00000272469,29,12,41,29
ENSG00000251633,0,2,0,0
ENSG00000154582,1365,1072,1024,1084
ENSG00000175606,874,602,711,594
ENSG00000202220,15,14,4,5
ENSG00000244295,0,0,0,0
ENSG00000253833,17,8,9,6
ENSG00000154589,0,0,1,0
ENSG00000212348,0,0,0,0
ENSG00000254288,1,1,0,1
ENSG00000240047,0,0,0,0
ENSG00000212485,0,0,0,0
ENSG00000253115,0,0,0,0
ENSG00000253983,2,0,0,0
ENSG00000104369,1251,42,55,236
ENSG00000104381,5277,3976,7163,6173
ENSG00000253596,31,65,56,48
ENSG00000207417,2,0,2,3
ENSG00000266502,0,0,0,0
ENSG00000254349,28,19,11,11
ENSG00000253341,27,10,14,15
ENSG00000254080,1,3,0,0
ENSG00000253706,0,26,0,2
ENSG00000253777,0,2,0,1
ENSG00000137558,513,4581,862,863
ENSG00000254043,0,2,0,0
ENSG00000121005,1717,3672,2242,1860
ENSG00000254238,21,29,5,7
ENSG00000253712,3,2,1,3
ENSG00000249395,38,169,20,13
ENSG00000253229,1,6,0,1
ENSG00000254023,5,7,5,1
ENSG00000164749,30,51,35,35
ENSG00000221029,0,0,0,0
ENSG00000238595,0,0,0,0
ENSG00000222231,0,0,0,0
ENSG00000270866,1,1,0,1
ENSG00000271167,54,13,14,21
ENSG00000254300,2,11,1,0
ENSG00000253661,238,451,1846,475
ENSG00000253681,0,0,0,3
ENSG00000254305,16,43,150,34
ENSG00000091656,8878,9350,23390,8669
ENSG00000253416,4,0,0,0
ENSG00000266712,0,1,0,3
ENSG00000164751,2686,2539,3372,2087
ENSG00000253952,14,3,4,3
ENSG00000222334,0,0,0,0
ENSG00000254366,1,0,1,1
ENSG00000254001,0,1,0,0
ENSG00000252935,0,0,0,0
ENSG00000254266,109,111,100,124
ENSG00000171033,12050,7969,12903,11522
ENSG00000260398,227,192,255,201
ENSG00000104427,1198,1218,1418,1450
ENSG00000104432,62,51,63,69
ENSG00000254352,34,43,31,33
ENSG00000253919,13,6,6,8
ENSG00000261618,1,1,0,0
ENSG00000264969,0,0,0,2
ENSG00000253659,0,0,0,0
ENSG00000253391,0,0,0,0
ENSG00000240540,3,0,3,0
ENSG00000104435,31249,25126,48372,62597
ENSG00000164683,5035,569,1087,1501
